state_alpha,state_fips_code,year,Value,Area,log_Value,lowess_log_Value
PA,42,1963,58.0,812000.0,4.060443010546419,4.149355080655793
PA,42,1962,60.0,788000.0,4.0943445622220995,4.125679265464043
PA,42,1961,72.0,895000.0,4.276666119016055,4.101956505190655
PA,42,1960,67.0,923000.0,4.204692619390967,4.078186072875552
PA,42,1959,59.5,960000.0,4.085976312551584,4.054363369037922
PA,42,1958,66.0,939000.0,4.189654742026425,4.030480733144874
PA,42,1957,46.0,813000.0,3.828641396489095,4.006529344321361
PA,42,1956,56.0,979000.0,4.02535169073515,3.982499103310653
PA,42,1955,46.0,999000.0,3.828641396489095,3.958383626569173
PA,42,1954,50.0,1040000.0,3.912023005428147,3.934177935062753
PA,42,1953,45.0,1042000.0,3.80666248977032,3.909880772966777
PA,42,1952,49.0,1074000.0,3.8918202981106265,3.885493392646323
PA,42,1951,46.0,1053000.0,3.828641396489095,3.8610201216302142
PA,42,1950,46.5,1022000.0,3.8394523125933104,3.836465921358922
RI,44,1955,46.0,1000.0,3.828641396489095,3.8270209498399255
RI,44,1954,36.0,1000.0,3.58351893845611,3.836394058115318
RI,44,1953,47.0,1000.0,3.8501476017100575,3.8433279648412886
RI,44,1952,45.0,1000.0,3.80666248977032,3.7933671527352115
RI,44,1951,41.0,1000.0,3.7135720667043084,3.75499251348098
RI,44,1950,43.0,1000.0,3.7612001156935615,3.7449005235927517
SC,45,2019,110.0,345000.0,4.700480365792417,4.797961529013237
SC,45,2018,127.0,310000.0,4.84418708645859,4.780777505394214
SC,45,2017,136.0,325000.0,4.9126548857360515,4.763633224900608
SC,45,2016,127.0,350000.0,4.84418708645859,4.746532066855732
SC,45,2015,93.0,260000.0,4.532599493153255,4.729471420344071
SC,45,2014,117.0,280000.0,4.762173934797756,4.712445413618673
SC,45,2013,129.0,335000.0,4.859812404361672,4.69545204426227
SC,45,2012,122.0,310000.0,4.804021044733257,4.678487801532475
SC,45,2011,65.0,330000.0,4.174387269895637,4.661542859823609
SC,45,2010,84.0,335000.0,4.430816798843313,4.644603085477204
SC,45,2009,111.0,320000.0,4.709530201312334,4.627659898829284
SC,45,2008,63.0,315000.0,4.143134726391533,4.610710679098663
SC,45,2007,97.0,370000.0,4.574710978503383,4.5937536977132405
SC,45,2006,110.0,290000.0,4.700480365792417,4.576794679978356
SC,45,2005,114.0,285000.0,4.736198448394496,4.559843478213266
SC,45,2004,100.0,295000.0,4.605170185988092,4.54290825677927
SC,45,2003,105.0,215000.0,4.653960350157523,4.525992424500619
SC,45,2002,47.0,260000.0,3.8501476017100575,4.5090951407464726
SC,45,2001,108.0,240000.0,4.68213122712422,4.492210566410982
SC,45,2000,65.0,280000.0,4.174387269895637,4.475335862377722
SC,45,1999,70.0,275000.0,4.248495242049359,4.458472702029938
SC,45,1998,40.0,275000.0,3.688879454113936,4.441674686786599
SC,45,1997,95.0,325000.0,4.553876891600541,4.4251266256154205
SC,45,1996,79.0,380000.0,4.3694478524670215,4.409007666022715
SC,45,1995,91.0,265000.0,4.51085950651685,4.393128254735136
SC,45,1994,85.0,345000.0,4.442651256490317,4.377484193221935
SC,45,1993,40.0,240000.0,3.688879454113936,4.362036006656316
SC,45,1992,88.0,350000.0,4.477336814478207,4.3467210089904444
SC,45,1991,85.0,255000.0,4.442651256490317,4.33143075598408
SC,45,1990,48.0,320000.0,3.8712010109078916,4.315971597636355
SC,45,1989,91.0,340000.0,4.51085950651685,4.300168085955212
SC,45,1988,58.0,335000.0,4.060443010546419,4.2840218304951625
SC,45,1987,78.0,375000.0,4.356708826689592,4.267634249376171
SC,45,1986,46.0,460000.0,3.828641396489095,4.251104181789991
SC,45,1985,88.0,520000.0,4.477336814478207,4.2344230997487236
SC,45,1984,78.0,447000.0,4.356708826689592,4.217553852055974
SC,45,1983,62.0,275000.0,4.127134385045092,4.2002857292049525
SC,45,1982,88.0,380000.0,4.477336814478207,4.182294550025374
SC,45,1981,58.0,570000.0,4.060443010546419,4.163267021251451
SC,45,1980,48.0,515000.0,3.8712010109078916,4.14292694360296
SC,45,1979,80.0,509000.0,4.382026634673881,4.121106882456451
SC,45,1978,57.0,550000.0,4.043051267834549,4.097736972638273
SC,45,1977,39.0,690000.0,3.6635616461296463,4.072775188523787
SC,45,1976,78.0,667000.0,4.356708826689592,4.046389552767621
SC,45,1975,68.0,550000.0,4.219507705176107,4.018802627114512
SC,45,1974,62.0,539000.0,4.127134385045092,3.990003180781014
SC,45,1973,58.0,430000.0,4.060443010546419,3.9598641905932537
SC,45,1972,65.0,375000.0,4.174387269895637,3.928292191038827
SC,45,1971,54.0,507000.0,3.9889840465642745,3.8888738651260613
SC,45,1970,27.0,447000.0,3.2958368660043287,3.8485918119850715
SC,45,1969,50.0,423000.0,3.912023005428147,3.807999464351854
SC,45,1968,48.0,430000.0,3.8712010109078916,3.7673017406144647
SC,45,1967,62.0,425000.0,4.127134385045092,3.7265399669215413
SC,45,1966,42.0,390000.0,3.737669618283368,3.685697587047254
SC,45,1965,51.0,390000.0,3.9318256327243257,3.6447393974043654
SC,45,1964,40.0,440000.0,3.688879454113936,3.6036298507626703
SC,45,1963,38.0,489000.0,3.6375861597263857,3.562333433436107
SC,45,1962,35.0,470000.0,3.555348061489413,3.52081859622474
SC,45,1961,33.0,559000.0,3.49650756146648,3.479058371635628
SC,45,1960,32.5,708000.0,3.481240089335692,3.437030422880413
SC,45,1959,26.0,745000.0,3.258096538021482,3.3947164247706763
SC,45,1958,30.0,810000.0,3.4011973816621555,3.3521017754024838
SC,45,1957,26.0,802000.0,3.258096538021482,3.3091780619111546
SC,45,1956,21.0,862000.0,3.0445224377234235,3.2659391053103177
SC,45,1955,28.0,980000.0,3.332204510175204,3.2223831899873465
SC,45,1954,10.5,959000.0,2.3513752571634776,3.1785150784580365
SC,45,1953,19.5,1116000.0,2.9704144655697013,3.1343383291301468
SC,45,1952,15.0,1187000.0,2.7080502011022096,3.0898576768898014
SC,45,1951,20.0,1263000.0,2.9957322735539913,3.045085297658402
SC,45,1950,21.5,1403000.0,3.068052935133617,3.0000431334039313
SD,46,2019,154.0,3920000.0,5.0369526024136295,5.094897914329278
SD,46,2018,160.0,4860000.0,5.0751738152338275,5.0713429176642855
SD,46,2017,145.0,5080000.0,4.976733742420574,5.047742769089904
SD,46,2016,161.0,5130000.0,5.081404364984463,5.024097612881733
SD,46,2015,159.0,5030000.0,5.068904202220232,5.000409398523311
SD,46,2014,148.0,5320000.0,4.997212273764115,4.976678559712052
SD,46,2013,137.0,5860000.0,4.919980925828125,4.952903034125203
SD,46,2012,101.0,5300000.0,4.61512051684126,4.929079846507473
SD,46,2011,132.0,4950000.0,4.8828019225863715,4.905207746717566
SD,46,2010,135.0,4220000.0,4.90527477843843,4.881290166515702
SD,46,2009,151.0,4680000.0,5.017279836814924,4.857332794086379
SD,46,2008,133.0,4400000.0,4.890349128221754,4.833340960650786
SD,46,2007,121.0,4480000.0,4.795790545596741,4.809316592251188
SD,46,2006,97.0,3220000.0,4.574710978503383,4.785259337632073
SD,46,2005,119.0,3950000.0,4.7791234931115305,4.761169728737941
SD,46,2004,130.0,4150000.0,4.867534450455582,4.73705344060502
SD,46,2003,111.0,3850000.0,4.709530201312334,4.712917722407832
SD,46,2002,95.0,3250000.0,4.553876891600541,4.6887672786042875
SD,46,2001,109.0,3400000.0,4.691347882229144,4.664607342488408
SD,46,2000,112.0,3800000.0,4.718498871295094,4.640447867242116
SD,46,1999,113.0,3250000.0,4.727387818712341,4.616295182641695
SD,46,1998,121.0,3550000.0,4.795790545596741,4.592134741248873
SD,46,1997,96.0,3400000.0,4.564348191467836,4.567911100986509
SD,46,1996,100.0,3650000.0,4.605170185988092,4.543634433683109
SD,46,1995,79.0,2450000.0,4.3694478524670215,4.519312741062324
SD,46,1994,108.0,3350000.0,4.68213122712422,4.49489198558781
SD,46,1993,63.0,2550000.0,4.143134726391533,4.4703658131529975
SD,46,1992,84.0,3300000.0,4.430816798843313,4.4456547534809525
SD,46,1991,74.0,3250000.0,4.30406509320417,4.420659300215153
SD,46,1990,78.0,3000000.0,4.356708826689592,4.395379540008976
SD,46,1989,72.0,2650000.0,4.276666119016055,4.3698535511516745
SD,46,1988,55.0,2400000.0,4.007333185232471,4.3440809027978755
SD,46,1987,83.0,2650000.0,4.418840607796597,4.318055370738736
SD,46,1986,82.0,2800000.0,4.4067192472642525,4.291738947263888
SD,46,1985,84.0,3000000.0,4.430816798843313,4.265067218227691
SD,46,1984,67.0,2780000.0,4.204692619390967,4.238112396423217
SD,46,1983,53.0,1970000.0,3.970291913552122,4.211027320756962
SD,46,1982,72.0,2690000.0,4.276666119016055,4.183950736810802
SD,46,1981,70.0,2580000.0,4.248495242049359,4.156940127675029
SD,46,1980,53.0,2300000.0,3.970291913552122,4.129958339698457
SD,46,1979,74.0,2850000.0,4.30406509320417,4.102971500592863
SD,46,1978,67.0,2650000.0,4.204692619390967,4.076003764679624
SD,46,1977,59.0,2150000.0,4.07753744390572,4.048990366719601
SD,46,1976,31.0,1200000.0,3.4339872044851463,4.021777536594784
SD,46,1975,37.0,2250000.0,3.610917912644224,3.994240300290241
SD,46,1974,33.0,2330000.0,3.49650756146648,3.9663401477670046
SD,46,1973,54.0,2710000.0,3.9889840465642745,3.938103203052024
SD,46,1972,64.0,2414000.0,4.158883083359672,3.909543713351126
SD,46,1971,46.0,2626000.0,3.828641396489095,3.8794541896919243
SD,46,1970,41.0,2444000.0,3.7135720667043084,3.849717348364139
SD,46,1969,55.0,2346000.0,4.007333185232471,3.8201905254867605
SD,46,1968,46.0,2374000.0,3.828641396489095,3.790777589237774
SD,46,1967,38.0,2422000.0,3.6375861597263857,3.7614173194668807
SD,46,1966,44.5,2550000.0,3.7954891891721942,3.732073000724259
SD,46,1965,39.0,2361000.0,3.6635616461296463,3.7027260619677564
SD,46,1964,31.0,2594000.0,3.4339872044851463,3.673364491458141
SD,46,1963,48.0,3164000.0,3.8712010109078916,3.6439829345597317
SD,46,1962,42.5,2659000.0,3.7495040759303713,3.6145821331627817
SD,46,1961,36.5,2741000.0,3.5973122605884464,3.585159424866832
SD,46,1960,35.0,3426000.0,3.555348061489413,3.555709435651974
SD,46,1959,25.0,2488000.0,3.218875824868201,3.5262278079620173
SD,46,1958,28.0,3266000.0,3.332204510175204,3.496712894771121
SD,46,1957,34.5,3542000.0,3.5409593240373143,3.467169072762375
SD,46,1956,29.5,3178000.0,3.3843902633457743,3.437605001517911
SD,46,1955,23.5,3035000.0,3.157000421150113,3.4080282512714444
SD,46,1954,30.5,3371000.0,3.4177266836133664,3.3784482190889147
SD,46,1953,35.5,3566000.0,3.5695326964813705,3.3488784657953716
SD,46,1952,29.5,3142000.0,3.3843902633457743,3.3193303524884437
SD,46,1951,25.0,2880000.0,3.218875824868201,3.2898086647688944
SD,46,1950,28.0,3129000.0,3.332204510175204,3.260315019222616
TN,47,2019,175.0,920000.0,5.1647859739235145,5.1230722384508685
TN,47,2018,168.0,690000.0,5.123963979403259,5.10250979986178
TN,47,2017,171.0,710000.0,5.14166355650266,5.082007000145966
TN,47,2016,151.0,830000.0,5.017279836814924,5.061563214408517
TN,47,2015,160.0,730000.0,5.0751738152338275,5.041175787005942
TN,47,2014,168.0,840000.0,5.123963979403259,5.020842378359327
TN,47,2013,156.0,810000.0,5.049856007249537,5.000558858797775
TN,47,2012,85.0,960000.0,4.442651256490317,4.980317014460137
TN,47,2011,131.0,735000.0,4.875197323201151,4.960105606784361
TN,47,2010,117.0,640000.0,4.762173934797756,4.939912550272836
TN,47,2009,148.0,590000.0,4.997212273764115,4.919728011525083
TN,47,2008,118.0,630000.0,4.770684624465665,4.899545665115016
TN,47,2007,106.0,790000.0,4.663439094112067,4.879358695316711
TN,47,2006,125.0,500000.0,4.8283137373023015,4.859164097045834
TN,47,2005,130.0,595000.0,4.867534450455582,4.8389657754046
TN,47,2004,140.0,615000.0,4.941642422609304,4.8187726965134345
TN,47,2003,131.0,620000.0,4.875197323201151,4.798596867790533
TN,47,2002,107.0,610000.0,4.672828834461906,4.778451099367908
TN,47,2001,132.0,610000.0,4.8828019225863715,4.758352407714268
TN,47,2000,114.0,580000.0,4.736198448394496,4.7383336940342575
TN,47,1999,102.0,570000.0,4.624972813284272,4.718453492469739
TN,47,1998,96.0,620000.0,4.564348191467836,4.698833277426847
TN,47,1997,102.0,620000.0,4.624972813284272,4.67970872853795
TN,47,1996,116.0,650000.0,4.7535901911063645,4.661517090047145
TN,47,1995,118.0,540000.0,4.770684624465665,4.643336298077339
TN,47,1994,116.0,570000.0,4.7535901911063645,4.625017717378337
TN,47,1993,84.0,550000.0,4.430816798843313,4.60645830917333
TN,47,1992,124.0,640000.0,4.820281565605037,4.587535049581641
TN,47,1991,86.0,510000.0,4.4543472962535064,4.568072042968227
TN,47,1990,86.0,510000.0,4.4543472962535064,4.54789020625133
TN,47,1989,107.0,530000.0,4.672828834461906,4.526906128558709
TN,47,1988,73.0,530000.0,4.290459441148391,4.50516854447484
TN,47,1987,91.0,580000.0,4.51085950651685,4.48278654067491
TN,47,1986,74.0,770000.0,4.30406509320417,4.459914033565983
TN,47,1985,98.0,810000.0,4.584967478670572,4.436679630714718
TN,47,1984,95.0,690000.0,4.553876891600541,4.4132482553246755
TN,47,1983,48.0,480000.0,3.8712010109078916,4.389695499216567
TN,47,1982,90.0,630000.0,4.499809670330264,4.365992505797289
TN,47,1981,84.0,640000.0,4.430816798843313,4.34203406597421
TN,47,1980,46.0,640000.0,3.828641396489095,4.31768320919594
TN,47,1979,85.0,620000.0,4.442651256490317,4.292828094818586
TN,47,1978,69.0,660000.0,4.23410650459726,4.267367882343647
TN,47,1977,68.0,730000.0,4.219507705176107,4.241180633577138
TN,47,1976,82.0,715000.0,4.4067192472642525,4.214244416428651
TN,47,1975,60.0,615000.0,4.0943445622220995,4.1866160219590425
TN,47,1974,61.0,548000.0,4.110873864173311,4.158305409312383
TN,47,1973,66.0,533000.0,4.189654742026425,4.129255521292987
TN,47,1972,70.0,480000.0,4.248495242049359,4.099354764814928
TN,47,1971,57.0,675000.0,4.043051267834549,4.065743762138994
TN,47,1970,45.0,569000.0,3.80666248977032,4.031915974767913
TN,47,1969,51.0,605000.0,3.9318256327243257,3.9980499060795824
TN,47,1968,52.0,658000.0,3.951243718581428,3.964205900816744
TN,47,1967,59.0,783000.0,4.07753744390572,3.9303990926866414
TN,47,1966,52.0,768000.0,3.951243718581428,3.8966266211831693
TN,47,1965,56.0,792000.0,4.02535169073515,3.862875334981191
TN,47,1964,49.0,852000.0,3.8918202981106265,3.829128572795372
TN,47,1963,53.0,856000.0,3.970291913552122,3.7953672456026712
TN,47,1962,41.0,882000.0,3.7135720667043084,3.7615722233698903
TN,47,1961,43.0,1002000.0,3.7612001156935615,3.727724347156049
TN,47,1960,39.0,1354000.0,3.6635616461296463,3.6938085417681017
TN,47,1959,39.0,1412000.0,3.6635616461296463,3.65981243347375
TN,47,1958,38.0,1335000.0,3.6375861597263857,3.6257267624808525
TN,47,1957,31.0,1311000.0,3.4339872044851463,3.591544257107059
TN,47,1956,32.0,1580000.0,3.4657359027997265,3.5572599290456908
TN,47,1955,34.0,1643000.0,3.5263605246161616,3.5228746706945615
TN,47,1954,20.0,1694000.0,2.9957322735539913,3.488393661071179
TN,47,1953,29.5,1694000.0,3.3843902633457743,3.4538230011046593
TN,47,1952,20.0,1783000.0,2.9957322735539913,3.4191701313896106
TN,47,1951,30.0,1899000.0,3.4011973816621555,3.3844456071532356
TN,47,1950,32.5,2036000.0,3.481240089335692,3.34966277813718
TX,48,2019,142.0,2050000.0,4.955827057601262,4.919354703277356
TX,48,2018,108.0,1750000.0,4.68213122712422,4.912009594404694
TX,48,2017,140.0,2240000.0,4.941642422609304,4.904621968910135
TX,48,2016,127.0,2550000.0,4.84418708645859,4.897193658681697
TX,48,2015,135.0,1970000.0,4.90527477843843,4.889727212553843
TX,48,2014,148.0,1990000.0,4.997212273764115,4.882226584075905
TX,48,2013,136.0,1950000.0,4.9126548857360515,4.87469515071299
TX,48,2012,129.0,1550000.0,4.859812404361672,4.867132922818098
TX,48,2011,91.0,1470000.0,4.51085950651685,4.859537979268753
TX,48,2010,144.0,2080000.0,4.969813299576002,4.85190906692724
TX,48,2009,124.0,1960000.0,4.820281565605037,4.84424816527519
TX,48,2008,118.0,2030000.0,4.770684624465665,4.836555636031944
TX,48,2007,148.0,1970000.0,4.997212273764115,4.828832147916016
TX,48,2006,121.0,1450000.0,4.795790545596741,4.821079537940858
TX,48,2005,114.0,1850000.0,4.736198448394496,4.813296356553494
TX,48,2004,139.0,1680000.0,4.934473933130692,4.805480845827708
TX,48,2003,118.0,1650000.0,4.770684624465665,4.797632486746708
TX,48,2002,113.0,1790000.0,4.727387818712341,4.789746950390311
TX,48,2001,118.0,1420000.0,4.770684624465665,4.78181777801468
TX,48,2000,124.0,1900000.0,4.820281565605037,4.773836312126314
TX,48,1999,129.0,1770000.0,4.859812404361672,4.765782871750371
TX,48,1998,100.0,1850000.0,4.605170185988092,4.757605169620961
TX,48,1997,138.0,1750000.0,4.927253685157205,4.749195570223485
TX,48,1996,112.0,1770000.0,4.718498871295094,4.7402093985202045
TX,48,1995,114.0,1900000.0,4.736198448394496,4.731187915951798
TX,48,1994,117.0,2040000.0,4.762173934797756,4.722177024928019
TX,48,1993,115.0,1850000.0,4.74493212836325,4.713171456093195
TX,48,1992,125.0,1620000.0,4.8283137373023015,4.704106003482162
TX,48,1991,110.0,1500000.0,4.700480365792417,4.6947052594697025
TX,48,1990,90.0,1450000.0,4.499809670330264,4.684364171002208
TX,48,1989,106.0,1400000.0,4.663439094112067,4.672289999139634
TX,48,1988,96.0,1350000.0,4.564348191467836,4.657514368379892
TX,48,1987,107.0,1250000.0,4.672828834461906,4.639057762777284
TX,48,1986,112.0,1330000.0,4.718498871295094,4.616197774175321
TX,48,1985,105.0,1490000.0,4.653960350157523,4.588682984872083
TX,48,1984,93.0,1550000.0,4.532599493153255,4.5567465891242165
TX,48,1983,97.0,1080000.0,4.574710978503383,4.520962036342247
TX,48,1982,105.0,1140000.0,4.653960350157523,4.482109566810906
TX,48,1981,117.0,1090000.0,4.762173934797756,4.440957386555301
TX,48,1980,90.0,1300000.0,4.499809670330264,4.398110992188619
TX,48,1979,105.0,1260000.0,4.653960350157523,4.354021742764975
TX,48,1978,100.0,1440000.0,4.605170185988092,4.309024957650699
TX,48,1977,98.0,1650000.0,4.584967478670572,4.263317108773102
TX,48,1976,120.0,1550000.0,4.787491742782046,4.216993772682467
TX,48,1975,103.0,1150000.0,4.634728988229637,4.170014626714606
TX,48,1974,92.0,880000.0,4.5217885770490405,4.122307563876021
TX,48,1973,95.0,640000.0,4.553876891600541,4.073784455251943
TX,48,1972,86.0,460000.0,4.4543472962535064,4.0244427667800995
TX,48,1971,80.0,552000.0,4.382026634673881,3.9667363920156986
TX,48,1970,62.0,557000.0,4.127134385045092,3.909743424649457
TX,48,1969,44.0,597000.0,3.7841896339182615,3.8530825871001575
TX,48,1968,52.0,501000.0,3.951243718581428,3.796471937655644
TX,48,1967,38.0,491000.0,3.6375861597263857,3.7397487864845758
TX,48,1966,36.0,528000.0,3.58351893845611,3.682820758614249
TX,48,1965,33.0,587000.0,3.49650756146648,3.625643204677517
TX,48,1964,32.0,734000.0,3.4657359027997265,3.5682015272360297
TX,48,1963,28.0,863000.0,3.332204510175204,3.5104999166313675
TX,48,1962,31.0,1052000.0,3.4339872044851463,3.452554339789179
TX,48,1961,30.0,1063000.0,3.4011973816621555,3.394388686448686
TX,48,1960,22.0,1251000.0,3.0910424533583165,3.3360288508084137
TX,48,1959,28.0,1431000.0,3.332204510175204,3.2775015487014443
TX,48,1958,24.5,1658000.0,3.198673117550681,3.218836547585041
TX,48,1957,24.0,1625000.0,3.1780538303479458,3.1600616951403016
TX,48,1956,16.5,1593000.0,2.8033603809065353,3.101203244941981
TX,48,1955,24.0,1921000.0,3.1780538303479458,3.042286523922507
TX,48,1954,17.5,1736000.0,2.862200880929469,2.983338522642398
TX,48,1953,17.5,1698000.0,2.862200880929469,2.9243825175391245
TX,48,1952,18.5,1993000.0,2.917770732084279,2.8654428419520652
TX,48,1951,18.5,2109000.0,2.917770732084279,2.8065441302419107
TX,48,1950,20.0,2848000.0,2.9957322735539913,2.747706805284598
UT,49,2018,182.0,22000.0,5.204006687076795,5.185852610990094
UT,49,2017,176.0,20000.0,5.170483995038151,5.174320302032639
UT,49,2016,175.0,29000.0,5.1647859739235145,5.162775410901727
UT,49,2015,173.0,17000.0,5.153291594497778,5.151215146867142
UT,49,2014,160.0,28000.0,5.0751738152338275,5.13963640143824
UT,49,2013,170.0,31000.0,5.135798437050261,5.128036134254504
UT,49,2012,167.0,34000.0,5.1179938124167546,5.1164126993409
UT,49,2011,164.0,30000.0,5.0998664278242,5.104764507389539
UT,49,2010,178.0,23000.0,5.181783550292085,5.093089769165953
UT,49,2009,150.0,17000.0,5.010635294096256,5.081386204388021
UT,49,2008,157.0,23000.0,5.056245805348309,5.06964979044871
UT,49,2007,150.0,22000.0,5.010635294096256,5.057877400345666
UT,49,2006,157.0,17000.0,5.056245805348309,5.046066853783831
UT,49,2005,163.0,12000.0,5.093750200806762,5.0342173959212495
UT,49,2004,155.0,12000.0,5.043425116919247,5.022328512067577
UT,49,2003,155.0,13000.0,5.043425116919247,5.010398508709671
UT,49,2002,142.0,16000.0,4.955827057601262,4.998424831259142
UT,49,2001,142.0,15000.0,4.955827057601262,4.986404406257453
UT,49,2000,144.0,18000.0,4.969813299576002,4.974336452173397
UT,49,1999,143.0,20000.0,4.962844630259907,4.9622237994110865
UT,49,1998,141.0,24000.0,4.948759890378168,4.950071395840185
UT,49,1997,147.0,20000.0,4.990432586778736,4.937878114403933
UT,49,1996,139.0,20000.0,4.934473933130692,4.92560869073723
UT,49,1995,100.0,20000.0,4.605170185988092,4.91063292834609
UT,49,1994,130.0,22000.0,4.867534450455582,4.894923378105063
UT,49,1993,130.0,22000.0,4.867534450455582,4.878537903711063
UT,49,1992,135.0,24000.0,4.90527477843843,4.861543103710843
UT,49,1991,140.0,21000.0,4.941642422609304,4.844046613743384
UT,49,1990,140.0,19000.0,4.941642422609304,4.826154276303655
UT,49,1989,132.0,20000.0,4.8828019225863715,4.807903251037531
UT,49,1988,124.0,22000.0,4.820281565605037,4.789309990629357
UT,49,1987,140.0,20000.0,4.941642422609304,4.77039651772429
UT,49,1986,125.0,18000.0,4.8283137373023015,4.7511720989411765
UT,49,1985,115.0,16000.0,4.74493212836325,4.7316504412852165
UT,49,1984,118.0,16000.0,4.770684624465665,4.711823808305579
UT,49,1983,110.0,14000.0,4.700480365792417,4.691650322136118
UT,49,1982,118.0,17000.0,4.770684624465665,4.671071027325429
UT,49,1981,110.0,15000.0,4.700480365792417,4.6500236764627605
UT,49,1980,100.0,15000.0,4.605170185988092,4.628468095650014
UT,49,1979,94.0,16000.0,4.543294782270004,4.60636293867718
UT,49,1978,90.0,16000.0,4.499809670330264,4.583696977555354
UT,49,1977,89.0,13000.0,4.48863636973214,4.560473437188413
UT,49,1976,90.0,15000.0,4.499809670330264,4.536717949820993
UT,49,1975,86.0,15000.0,4.4543472962535064,4.512496953401497
UT,49,1974,80.0,14000.0,4.382026634673881,4.487894793875304
UT,49,1973,88.0,13000.0,4.477336814478207,4.462968916748983
UT,49,1972,92.0,8000.0,4.5217885770490405,4.437778453715779
UT,49,1971,78.0,15000.0,4.356708826689592,4.412360757941051
UT,49,1970,90.0,10000.0,4.499809670330264,4.386755847879991
UT,49,1969,85.0,6000.0,4.442651256490317,4.361109908090734
UT,49,1968,70.0,3000.0,4.248495242049359,4.335489338192719
UT,49,1967,76.0,3000.0,4.330733340286331,4.309916023556891
UT,49,1966,80.0,2000.0,4.382026634673881,4.284396284932678
UT,49,1965,75.0,3000.0,4.31748811353631,4.258927634463398
UT,49,1964,70.0,3000.0,4.248495242049359,4.233501316473445
UT,49,1963,70.0,2000.0,4.248495242049359,4.208105977458594
UT,49,1962,63.0,3000.0,4.143134726391533,4.182730073641935
UT,49,1961,68.0,3000.0,4.219507705176107,4.1573623284375945
UT,49,1960,64.0,3000.0,4.158883083359672,4.131993136472056
UT,49,1959,65.5,5000.0,4.182050142641207,4.106612356529782
UT,49,1958,55.0,3000.0,4.007333185232471,4.081209369331315
UT,49,1957,45.0,5000.0,3.80666248977032,4.055773245293329
UT,49,1956,54.0,3000.0,3.9889840465642745,4.03029617161308
UT,49,1955,43.0,3000.0,3.7612001156935615,4.004773101010958
UT,49,1954,56.5,3000.0,4.0342406381523945,3.979201544177722
UT,49,1953,55.0,4000.0,4.007333185232471,3.9535805864786058
UT,49,1952,46.0,4000.0,3.828641396489095,3.9279077522527404
UT,49,1951,41.0,5000.0,3.7135720667043084,3.9021795188311366
UT,49,1950,50.0,5000.0,3.912023005428147,3.876396183916802
VT,50,1966,76.0,1000.0,4.330733340286331,4.318780089363909
VT,50,1965,73.0,1000.0,4.290459441148391,4.290341495704589
VT,50,1964,69.0,1000.0,4.23410650459726,4.262054414997822
VT,50,1963,69.0,1000.0,4.23410650459726,4.233789667470916
VT,50,1962,70.0,1000.0,4.248495242049359,4.205762493332534
VT,50,1961,64.0,1000.0,4.158883083359672,4.179367729625199
VT,50,1960,62.0,1000.0,4.127134385045092,4.155896866214286
VT,50,1959,63.0,1000.0,4.143134726391533,4.130724824981596
VT,50,1958,61.0,1000.0,4.110873864173311,4.102038293658383
VT,50,1957,60.0,1000.0,4.0943445622220995,4.069296709009802
VT,50,1956,50.0,1000.0,3.912023005428147,4.0344723420706945
VT,50,1955,55.0,1000.0,4.007333185232471,3.9976646129680757
VT,50,1954,51.0,1000.0,3.9318256327243257,3.9621394033010238
VT,50,1953,50.0,1000.0,3.912023005428147,3.928531536023865
VT,50,1952,49.0,2000.0,3.8918202981106265,3.895660261146209
VT,50,1951,47.0,3000.0,3.8501476017100575,3.8635952950651404
VT,50,1950,48.0,3000.0,3.8712010109078916,3.8325108306059676
VA,51,2019,148.0,375000.0,4.997212273764115,4.982836079003441
VA,51,2018,146.0,325000.0,4.9836066217083355,4.965222891196451
VA,51,2017,140.0,340000.0,4.941642422609304,4.947682288754182
VA,51,2016,148.0,340000.0,4.997212273764115,4.930216229600267
VA,51,2015,161.0,300000.0,5.081404364984463,4.912825992629607
VA,51,2014,145.0,350000.0,4.976733742420574,4.895509313873859
VA,51,2013,154.0,360000.0,5.0369526024136295,4.878257402362998
VA,51,2012,103.0,350000.0,4.634728988229637,4.861055700539807
VA,51,2011,118.0,340000.0,4.770684624465665,4.843884475559321
VA,51,2010,67.0,310000.0,4.204692619390967,4.826727016915913
VA,51,2009,131.0,330000.0,4.875197323201151,4.809569699824418
VA,51,2008,108.0,340000.0,4.68213122712422,4.792403033743195
VA,51,2007,86.0,405000.0,4.4543472962535064,4.775217193730447
VA,51,2006,120.0,345000.0,4.787491742782046,4.758006227929048
VA,51,2005,118.0,360000.0,4.770684624465665,4.740773113052071
VA,51,2004,145.0,360000.0,4.976733742420574,4.723524934954193
VA,51,2003,115.0,330000.0,4.74493212836325,4.706270249622115
VA,51,2002,68.0,325000.0,4.219507705176107,4.689013856801091
VA,51,2001,123.0,330000.0,4.812184355372417,4.6717643163943325
VA,51,2000,146.0,330000.0,4.9836066217083355,4.654552777447796
VA,51,1999,78.0,280000.0,4.356708826689592,4.63743938543139
VA,51,1998,84.0,300000.0,4.430816798843313,4.620552438252237
VA,51,1997,93.0,325000.0,4.532599493153255,4.604200789688867
VA,51,1996,126.0,310000.0,4.836281906951479,4.589050280420266
VA,51,1995,111.0,275000.0,4.709530201312334,4.5744153915767765
VA,51,1994,98.0,350000.0,4.584967478670572,4.560360716757469
